id;name;type;street;zip;town;country;phone;mobile;email;website;public;trust_level;categories
64b6cd9516691d0024550999;Berchtold GmbH & Co. KG;company;Ludwigstaler Straße 25;78532;Tuttlingen;DE;+49 7461 1810;;Info@BERCHTOLD.biz;http://www.stryker.de/;Ja;community;manufacturer
64b6538af5fc38000e51c0a3;Clean Air GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b6538ff5fc38000e51c175;E & L medical systems GmbH;company;Wetterkreuz 19;91052;Erlangen;DE;+49 9131 810 33 0;;lehmann@eundl.de;https://de-de.eundl.de;Ja;community;manufacturer
5d3ae84da159c577fd9b72e2;Roche Diagnostics Deutschland GmbH;company;Sandhofer Straße;68305;Mannheim;DE;+49 621 759 0;;;https://www.roche.de/;Ja;community;manufacturer
64b6539cf5fc38000e51c375;ITD GmbH;company;Jahnstrasse 1;84347;Pfarrkirchen;DE;+49 89 6144250;;sales@itd-cart.com;http://www.itd-cart.com/;Ja;community;manufacturer
64b6cd8016691d0024550985;Völker GmbH;company;Wullener Feld 79;58454;Witten;DE;+49 (0)2302 960 960;;info@voelker.de;https://www.voelker.de/de/;Ja;community;manufacturer
64b653adf5fc38000e51c5b7;NDS Surgical Imaging, LLC.;company;Hellyer Avenue 5750;95138;San Jose, CA;US;+ 1 408 776 0085;;info@ndssi.com;www.ndssi.com;Ja;community;manufacturer
64b653c8f5fc38000e51c970;Welch Allyn GmbH & Co. KG;company;Zollerstraße 2-4;72417;Jungingen;DE;+49 7477 9271-0;;info@welchallyn.de;www.welchallyn.de;Ja;community;manufacturer
5d3ae859a159c577fd9b735d;VBM Medizintechnik GmbH;company;Einsteinstraße 1;72172;Sulz a.N.;DE;+49 7454 95960;;info@vbm-medical.de;https://www.vbm-medical.de/;Ja;community;manufacturer
64b6cf5216691d0024550c2c;EIZO Nanao Corporation;company;;924-0038;153 Shimokashiwanomachi Hakusan Ishikawa;JP;+81 76-274-0035;;;https://www.eizo.co.jp/company/information/group/;Ja;community;manufacturer
64b65390f5fc38000e51c182;EIZO Europe GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b653abf5fc38000e51c55d;Medtronic - Sofamor Danek Deggendorf GmbH;company;Ulrichsberger Straße 17;94469;Deggendorf;DE;+49 991 38930;;;https://www.medtronic.com/de-de/ueber/standorte/medtronic-deggendorf.html;Ja;community;manufacturer
64b6537ef5fc38000e51bece;Amann Girrbach AG;company;Gewerbestraße 10;6841;Mäder;AT;+43 59 301;;austria@amanngirrbach.com;https://www.amanngirrbach.com/de-de/;Ja;community;manufacturer
64b65388f5fc38000e51c051;CONMED Corporation;company;French Road 525;13502;French Rd Utica NY USA;US;+1 315-797-8375;;;https://www.conmed.com/en;Ja;community;manufacturer
64b655c8f5fc38000e51cdbc;Digisystems Laboratory Instruments Inc.;company;No.1, Lane 393, Fu De 1 Road;22151;Xizhi District, New Taipei City;TW;+886 2 2694 1738;;digilab@ms23.hinet.net;www.digisystemlab.com;Ja;community;manufacturer
64b655b4f5fc38000e51ccb4;FIOCCHETTI SCIENTIFIC S.R.L.;company;Via Panagulis, 48;42045;Luzzara (RE);IT;+ 39 0522 976232;;info@fiocchetti.it;www.fiocchetti.com;Ja;community;manufacturer
64b65390f5fc38000e51c189;ELCAT GmbH;company;Bgm.-Finsterwalder-Ring 27;82515;Wolfratshausen;DE;+ 49 08171 4214-0;;kontakt@elcat.de;https://www.elcat.de/;Ja;community;manufacturer
64b65395f5fc38000e51c24f;Fujitsu Technology Solutions GmbH;company;Mies-van-der-Rohe-Straße 8;80807;Kreisfreie Stadt München;DE;+49 89 620600;;;https://global.fujitsu/de-de;Ja;community;manufacturer
64b6537df5fc38000e51be94;3Gen Inc.;company;;;;US;;;;;Ja;community;manufacturer
64b6537ef5fc38000e51beb3;ADL GmbH;company;Im Flürchen 1;99334;Amt Wachsenburg;DE;+ 49 36202 7519 0;;info@adl-gmbh.de;www.adl-gmbh.de;Ja;community;manufacturer
64b6538ef5fc38000e51c140;Distelkamp-Electronic;company;Ernst Christmann Str. 8;67659;Kaiserslautern;DE;+49 631 78319;;info@loetdampf.de;http://www.distelkamp-electronic.de/;Ja;community;manufacturer
64b65393f5fc38000e51c208;FAZZINI S.R.L., Italy;company;S.S.Padana Superiore, 317;20055;Vimodrone (MI);IT;+39 02.2651521;;;www.fazzini.it/index.php/en/;Ja;community;manufacturer
64b65399f5fc38000e51c2fe;Happersberger otopront GmbH;company;Langgasse 90;65329;Hohenstein;DE;+49 6120 92170;;info@otopront.de;www.otopront.de;Ja;community;manufacturer
64b653b2f5fc38000e51c68b;Philips International B.V.;company;High Tech Campus 52;5656 AG;Eindhoven;NL;+31 20 597 7777;;;https://www.philips.com;Ja;community;manufacturer
64b6cdd916691d0024550a02;Jaeger GmbH & Co.KG - VIASYS Healthcare;company;Leibnizstraße 7;97204;Würzburg;DE;+49 931 49720;;;https://www.vyaire.com/;Ja;community;manufacturer
64b653b9f5fc38000e51c791;Scanditronix Wellhöfer GmbH;company;Bahnhofstraße 5;90592;Landkreis Nürnberger Land;DE;;;;;Ja;community;manufacturer
64b655d3f5fc38000e51ce52;BenQ Medical Technology Corporation;company;7th Floor No.46, Zhou-Z St.;114;Nei-hu, Taipei;TW;+886 2 8797 5533;;Info@BenQMedicalTech.com;www.benqmedicaltech.com;Ja;community;manufacturer
64b653c6f5fc38000e51c944;W. Söhngen GmbH;company;Platter Straße 84;65232;Taunusstein;DE;+49 6128 873 0;;info@soehngen.com;www.aluderm.de;Ja;community;manufacturer
64b65395f5fc38000e51c25b;GE Healthcare Technologies;company;Munzinger Straße 5A;79111;Kreisfreie Stadt Freiburg im Breisgau;DE;+49 761 45430;;;;Ja;community;manufacturer
64b65383f5fc38000e51bf82;BK Medical ApS;company;Mileparken 34;2730;Herlev;DK;+45 4452 8100;;eudamed@gehealthcare.com;http://www.bkmedical.com/;Ja;community;manufacturer
68e38329def5110cd5c624ca;Somo International Co., Ltd;company;UNIT 04, 7/F, BRIGHT WAY TOWER, NO. 33 MONG KOK ROAD;;KOWLOON, HK;CN;+852 2763 6779;;info@somo-med.com;www.somo-med.com;Ja;community;manufacturer
5d3ae852a159c577fd9b7310;PENTAX GmbH;company;Julius-Vosseler-Straße 104;22527;Hamburg;DE;+49 40 561920;;;https://www.pentaxmedical.com/de/;Ja;community;manufacturer
68624ada6f3ce1c23ca8854d;MiE medical imaging electronics GmbH;company;Hauptstrasse 112;23845;Seth;DE;+49 4194 9977 0;;mie@miegermany.de;https://mie-scintron.com/de/;Ja;community;manufacturer
64b6539bf5fc38000e51c354;I.E.M GmbH;company;Cockerillstraße 69;52222;Aachen;DE;+49 2402 95000;;;https://www.iem.de/;Ja;community;manufacturer
5d3ae847a159c577fd9b72a6;Aesculap AG & Co. KG;company;;78532;Landkreis Tuttlingen;DE;+49 7461 950;;;http://www.aesculap.de/;Ja;community;manufacturer
64b653c6f5fc38000e51c949;WALDNER Laboreinrichtungen GmbH & Co. KG;company;Haidösch 1;88239;Ravensburg;DE;+49 7522 9860;;;http://www.waldner.de/;Ja;community;manufacturer
64b6539ff5fc38000e51c3f9;Kern & Sohn GmbH;company;Ziegelei 1;72336;Balingen-Frommern;DE;+49-[0]7433- 9933-0;;info@kern-sohn.com;https://www.kern-sohn.com/;Ja;community;manufacturer
5d3ae80aa159c577ac4b8271;Richard Wolf GmbH;company;Pforzheimer Straße 32;75438;Knittlingen;DE;+49 7043 350;;info@richard-wolf.com;https://www.richard-wolf.com/;Ja;community;manufacturer
64b653a6f5fc38000e51c4cc;MEDIVATORS Inc.;company;28th Avenue North 14605;55447;28th Ave N Minneapolis MN USA;US;+1 800-328-3340;;;https://www.steris.com/;Ja;community;manufacturer
64b6ce4c16691d0024550ac8;FUJIFILM Corporation;company;26-30, Nishiazabu 2-chome;106-8620;Tokyo;JP;+81 3 3406 2111;;;https://healthcaresolutions-us.fujifilm.com;Ja;community;manufacturer
64b6ce7216691d0024550b08;Vidacare Corporation;company;Isom Road 722;78216;Isom Rd San Antonio TX USA;US;;;;;Ja;community;manufacturer
64b653a4f5fc38000e51c48a;L I N E T spol. s.r.o.;company;Želevčice 5;274 01;Slaný;CZ;+420 312 576 400;;obchodcr@linet.cz;https://www.linet.com/en;Ja;community;manufacturer
5d3ae807a159c577ac4b8253;Eltest Pre;company;Bornheimer Straße 33;53111;Bonn;DE;;;;;Ja;community;
67a478038cdddcff0fbc1c23;KARL STORZ SE & Co. KG;company;Dr.-Karl-Storz-Straße 34;78532;Tuttlingen;DE;+49 7461 708 0;;info@karlstorz.com;www.karlstorz.com;Ja;community;manufacturer
5d3ae84ea159c577fd9b72e9;Ergoline GmbH;company;Lindenstraße 5;72475;Bitz;DE;+49 7431 9894 0;;info@ergoline.com;www.ergoline.com;Ja;community;manufacturer
64b65390f5fc38000e51c1a3;ERKA.;company;Kaiserstraße 100;60329;Frankfurt am Main;DE;+49 69 12345678;;info@erka.org;https://www.erka.org/en;Ja;community;manufacturer
64b65380f5fc38000e51bf10;Ahrens Elektroanlagen GmbH;company;Telgenkamp 12;48249;Dülmen;DE;02594 81816;;info@elektroahrens.de;http://www.elektroahrens.de/;Ja;community;manufacturer
64b6cd9516691d002455099a;Datex-Ohmeda GmbH;company;Munzinger Straße 3-5;79111;Kreisfreie Stadt Freiburg im Breisgau;DE;;;;;Ja;community;manufacturer
5d3ae8e9a159c577fd9b78cc;GE Medical Systems Deutschland GmbH & Co. KG;company;Peter-Müller-Straße 24 - 26;40468;Düsseldorf;DE;+49 211 73744400;;;https://www.gehealthcare.de/;Ja;community;manufacturer
64b6539bf5fc38000e51c342;HuBDIC CO., LTD.;company;B-301, Taekwang-Industrial Building, 191-1, Anyang 7-dong;14084;Manan-gu, Anyang-si, Gyeonggi-do;KR;+82 31 389 9023;;sales@hubdic.com;hubdic.com;Ja;community;manufacturer
64b65391f5fc38000e51c1be;Echosens SA;company;6, rue Ferrus;75014;Paris;FR;+33 1 44 82 78 50;;contact@echosens.com;https://www.echosens.com;Ja;community;manufacturer
5d3ae875a159c577fd9b746c;BK Ultrasound Medizinische Systeme GmbH;company;Pascalkehre 13;25451;Pinneberg;DE;+49 4106 99550;;;https://bkultrasound.com/;Ja;community;manufacturer
5d3ae97ea159c577fd9b7e49;Nihon Kohden Deutschland GmbH;company;Raiffeisenstraße 10;61191;Wetteraukreis;DE;+49 6003 8270;;;https://eu.nihonkohden.com/;Ja;community;manufacturer
64b65381f5fc38000e51bf41;ArjoHuntleigh AB International;company;Hans Michelsensgatan 10;201 20;Box 48 Malmö;SE;+46 10 335 45 00;;;https://www.arjo.com/sv-se/;Ja;community;manufacturer
64b653bdf5fc38000e51c839;Stryker Instruments;company;1941 Stryker Way;49002;Portage, Michigan;US;+1 269 323 7700;;;https://www.stryker.com/;Ja;community;manufacturer
5d3ae807a159c577ac4b8259;Fresenius AG;company;Else-Kröner-Straße 1;61352;Hochtaunuskreis;DE;+49 6172 6080;;;http://www.freseniusmedicalcare.com/;Ja;community;
64b65393f5fc38000e51c21a;FUJIFILM Europe GmbH;company;Balcke-Dürr-Allee 6;40882;Ratingen;DE;+49 2102 53640;;eudamed_feg@fujifilm.com;https://www.fujifilm.com/de;Ja;community;manufacturer
5d3ae847a159c577fd9b72a6;Aesculap AG & Co. KG;company;;78532;Landkreis Tuttlingen;DE;+49 7461 950;;;http://www.aesculap.de/;Ja;community;manufacturer
64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;company;Memminger Straße 120;88400;Biberach an der Riß;DE;+49 7351 41-0;;info.lho@liebherr.com;https://www.liebherr.com/de-de/firmengruppe/startseite-3705202;Ja;community;manufacturer
64b653b0f5fc38000e51c62c;Olympus Medical Systems Corp.;company;2951 Ishikawa-cho;192-8507;Hachioji-shi, Tokyo;JP;+81 42 642 2111;;;www.olympus-global.com;Ja;community;manufacturer
64b655d3f5fc38000e51ce52;BenQ Medical Technology Corporation;company;7th Floor No.46, Zhou-Z St.;114;Nei-hu, Taipei;TW;+886 2 8797 5533;;Info@BenQMedicalTech.com;www.benqmedicaltech.com;Ja;community;manufacturer
64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;company;Hellersbergstr. 4;41460;Neuss;DE;+49 2131 1809 0;;info@toshiba-medical.de;www.toshiba-medical.de;Ja;community;manufacturer
687c112f5c3947286838f0a5;NIDEK Co., Ltd.;company;34-14 Maehama, Hiroishi-cho;443-0038;Gamagori, Aichi;JP;+81 533 67 6611;;;www.nidek-intl.com;Ja;community;manufacturer
64b65385f5fc38000e51bfd3;Biochrom Ltd.;company;Unit 7, Enterprise Zone 3970 Cambridge Research Park, Beach Drive;CB25 9PE;Cambridge;GB;+44 1223 228500;;enquiries@biochrom.co.uk;http://www.biochrom.co.uk;Ja;community;manufacturer
64b65380f5fc38000e51bf06;Adac Laboratories GmbH;company;;;San Jose;US;;;;;Ja;community;manufacturer
64b65389f5fc38000e51c071;CardinalHealth;company;7000 Cardinal Place;43017;Dublin, OH;US;+1 614.757.5000;;;https://www.cardinalhealth.com/en.html;Ja;community;manufacturer
64b65380f5fc38000e51bf26;Alpine Biomed GmbH;company;Elisabeth-Selbert-Straße 11;40764;Mettmann;DE;+49 2173 917107;;;https://www.octapharmaplasma.de/;Ja;community;manufacturer
67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;company;Ludwig-Kegel-Str. 16;79853;Lenzkirch;DE;+49 7653 689 - 0;;atmos@atmosmed.de;www.atmosmed.de;Ja;community;manufacturer
64b653b5f5fc38000e51c6f8;Rehder / Partner GmbH;company;;;;DE;;;;;Ja;community;manufacturer
5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;company;Südwestpark 40;90449;Nürnberg;DE;+49 911 234210;;germany@spacelabs.com;https://spacelabshealthcare.com/de/;Ja;community;manufacturer
64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;company;Carl-Zeiss-Straße 7-9;07318;Saalfeld;DE;+49 3671 586-0;;hrc_trumpf_info@baxter.com;https://www.baxter.de/de;Ja;community;manufacturer
64b653aff5fc38000e51c60d;OHMEDA MEDICAL;company;;;;;;;;;Ja;community;manufacturer
64b65385f5fc38000e51bfc3;Berner International GmbH;company;Werner-von-Siemens-Str. 19;25337;Elmshorn;DE;+49 41 21 43 56 0;;info@berner-safety.de;www.berner-safety.de;Ja;community;manufacturer
64b65394f5fc38000e51c23c;Jiangsu Folee Medical Equipment Cc., Ltd.;company;No.16 Xingmao Road;212000;Zhenjiang City, Jiangsu Province;CN;+86 511 8533 3007;;hr@folee.com;www.folee.com/en/;Ja;community;manufacturer
64b65391f5fc38000e51c1c2;EDAN Instruments, Inc.;company;Jinsha Shequ Jinhui Road 15;518122;Shenzhen;CN;+86 755 2689 8326;;info@edan.com.cn;www.edan.com.cn;Ja;community;manufacturer
64b6ceee16691d0024550bb0;HAMILTON MEDICAL AG;company;Via Crusch 8;7402;Bonaduz;CH;+41 58 610 10 20;;regulatory.med.global@hamilton-medical.com;http://www.hamilton-medical.com/;Ja;community;manufacturer
64b65399f5fc38000e51c2f1;Hamilton Deutschland GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b6537ef5fc38000e51beaf;AD Analog Digital Elektronik GmbH;company;Blumberger Str. 3;84166;Adlkofen;DE;+49 8707 9384185;;mail@ad-elektronik.de;www.ad-elektronik.de;Ja;community;manufacturer
64b65390f5fc38000e51c1ac;ETHICON Endo-Surgery;company;Hummelsbütteler Steindamm 71;22851;Segeberg;DE;+49 40 52973200;;;https://jnjinstitute.com/;Ja;community;manufacturer
64b6539af5fc38000e51c325;Hewlett Packard GmbH;company;Herrenberger Straße 140;71034;Böblingen;DE;07031 - 450 7000;;firmen.kunden@hp.com;www.hp.com/de;Ja;community;manufacturer
64b6539af5fc38000e51c324;Heuser Apparatebau GmbH;company;Am Schlagbaum 10;42781;Haan;DE;+49 2129 94030;;info@heuser-haan.de;www.heuser-haan.de;Ja;community;manufacturer
659c0e5e64a257000f907f7e;Derungs Medical GmbH;company;;78239;Rielasingen-Worblingen;DE;+49-7731-909717-0;;info@derungsmedical.com;;Ja;community;manufacturer
5d3ae807a159c577ac4b8257;Heraeus Med GmbH;company;Philipp-Reis-Str. 8-13;61273;Wehrheim;DE;+49 (0) 6181 35-3399;;contact.medical@heraeus.com;http://www.heraeus.com/;Ja;community;manufacturer
64b65390f5fc38000e51c189;ELCAT GmbH;company;Bgm.-Finsterwalder-Ring 27;82515;Wolfratshausen;DE;+ 49 08171 4214-0;;kontakt@elcat.de;https://www.elcat.de/;Ja;community;manufacturer
64b65395f5fc38000e51c260;GETEMED Medizin- und Informationstechnik AG;company;Oderstr. 77;14513;Teltow;DE;+49 3328 3942 0;;info@getemed.de;www.getemed.de;Ja;community;manufacturer
5d3ae80aa159c577ac4b8271;Richard Wolf GmbH;company;Pforzheimer Straße 32;75438;Knittlingen;DE;+49 7043 350;;info@richard-wolf.com;https://www.richard-wolf.com/;Ja;community;manufacturer
64b6cfec16691d0024550d2c;Drucker Diagnostics;company;168 Bradford Drive;PA 16870;Port Matilda;US;+1-866-265-1486;;customerservice@druckerdiagnostics.com;https://druckerdiagnostics.com;Ja;community;manufacturer
64b653aff5fc38000e51c607;OCULUS Optikgeräte GmbH;company;Münchholzhäuser Straße 29 ·;35582;Wetzlar;DE;+49 641 2005 0;;info@oculus.de;www.oculus.de;Ja;community;manufacturer
64b653aef5fc38000e51c5db;Neomed Medizintechnik GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b65383f5fc38000e51bf82;BK Medical ApS;company;Mileparken 34;2730;Herlev;DK;+45 4452 8100;;eudamed@gehealthcare.com;http://www.bkmedical.com/;Ja;community;manufacturer
64b65395f5fc38000e51c25e;GE Medical Systems Kretztechnik GmbH & Co.OHG;company;Tiefenbach 15;4871;Tiefenbach;AT;+43 7682 38000;;;http://www.gehealthcare.com/;Ja;community;manufacturer
64b6537ff5fc38000e51bef6;Abbott Laboratories;company;Abbott Park 100;60064;Libertyville Township;US;+1 224-667-6100;;;http://www.abbott.com/;Ja;community;manufacturer
64b653bbf5fc38000e51c7e2;Shimadzu Deutschland GmbH;company;Keniastraße 38;47269;Duisburg;DE;+49 203 76870;;;https://www.shimadzu.de/;Ja;community;manufacturer
64b65385f5fc38000e51bfc8;Beurer GmbH;company;Söflinger Straße 218;89077;Ulm;DE;+49 731 3989 0;;kd@beurer.de;https://www.beurer.com;Ja;community;manufacturer
5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;company;Dr.-Karl-Storz-Straße 34;78532;Tuttlingen;DE;+49 7461 7080;;info@karlstorz.com;https://www.karlstorz.com/;Ja;community;manufacturer
640b4b2d5ba3690010e63ab8;Samedis.care GmbH;company;;;;DE;;;info@samedis.care;https://www.samedis.care;Ja;community;
64b6539cf5fc38000e51c36d;IONTO-COMED GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b6539cf5fc38000e51c36f;IRADIMED;company;;;;US;;;;;Ja;community;manufacturer
64b653a4f5fc38000e51c48a;L I N E T spol. s.r.o.;company;Želevčice 5;274 01;Slaný;CZ;+420 312 576 400;;obchodcr@linet.cz;https://www.linet.com/en;Ja;community;manufacturer
64b6cea816691d0024550b57;Draeger Medical Systems, Inc.;company;Quarry Road 3135;18969-1042;Telford, PA;US;+1 800 437 2437;;;https://draeger.com/;Ja;community;manufacturer
64b6538ff5fc38000e51c169;Dräger Medical AG;company;;;;DE;;;;;Ja;community;manufacturer
64b653b4f5fc38000e51c6c6;Pulsion Medical system;company;Hans-Riedl-Straße 21;85622;München;DE;+49 89 4599140;;;http://www.pulsion.com/;Ja;community;manufacturer
5d3ae80aa159c577ac4b8273;B. Braun Melsungen AG;company;Carl-Braun-Straße 1;34212;Melsungen;DE;+49 56 61-71-0;;info@bbraun.com;www.bbraun.de;Ja;community;manufacturer
65bcb43b4b60dd0e34d897a3;WEINMANN Emergency Medical Technology GmbH + Co. KG;company;Frohbösestraße 12;22525;Hamburg;DE;+49 40 88 18 96 - 0;;info@weinmann-emt.de;www.weinmann-emergency.de;Ja;community;manufacturer
679895933b3e52059494d1b9;Philips Medizin Systeme Böblingen GmbH;company;Hewlett-Packard-Straße 2;71034;Böblingen;DE;+49 7031 463-0;;medizin.infoline@philips.com;http://www.philips.de/healthcare;Ja;community;manufacturer
64b653b2f5fc38000e51c68b;Philips International B.V.;company;High Tech Campus 52;5656 AG;Eindhoven;NL;+31 20 597 7777;;;https://www.philips.com;Ja;community;manufacturer
67c4b84406b0f9f2c2ff9169;Philips GmbH Market DACH;company;Röntgenstr. 22;22335;Hamburg;DE;+49 40 - 28 99 0;;Unternehmenskommunikation@philips.com;https://www.philips.de;Ja;community;manufacturer
68d1a924cb2882f619cbd591;TRUMPF Medizin Systeme GmbH + Co. KG;company;;;;DE;;;;;Ja;community;manufacturer
5d3ae8d0a159c577fd9b77df;MEIKO Maschinenbau GmbH & Co. KG;company;Englerstraße 3;77652;Offenburg;DE;+49 (781) 203 0;;info@meiko-global.com;https://www.meiko.com/en/;Ja;community;manufacturer
64b6539cf5fc38000e51c375;ITD GmbH;company;Jahnstrasse 1;84347;Pfarrkirchen;DE;+49 89 6144250;;sales@itd-cart.com;http://www.itd-cart.com/;Ja;community;manufacturer
686f8ccf0f6bc8df20f94f9c;ADE Germany GmbH;company;Neuer Höltigbaum 15;22143;Hamburg;DE;+49 40 432776 0;;info@ade-germany.de;https://ade-germany.de;Ja;community;manufacturer
64b653b6f5fc38000e51c73d;SCHOTT AG;company;Hüttenstraße 1;31073;Holzminden;DE;+49 5187 7710;;;http://www.schott.com/;Ja;community;manufacturer
64b6539ff5fc38000e51c3fd;Kinetec S.A.;company;;;;FR;;;;;Ja;community;manufacturer
64b6537ff5fc38000e51beea;ATL-Advanced Technology Laboratories GmbH;company;Untere Waldplätze 14;70569;Stuttgart;DE;;;;;Ja;community;manufacturer
64b65395f5fc38000e51c24e;Fujitsu Siemens Computers GmbH;company;Lyoner Straße 9;60528;Kreisfreie Stadt Frankfurt am Main;DE;+49 69 9210100;;;https://global.fujitsu/de-de;Ja;community;manufacturer
5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;company;Beethovenstraße 239;42655;Kreisfreie Stadt Solingen;DE;+49 211 73744400;;;http://www.gehealthcare.com/;Ja;community;manufacturer
5d3ae844a159c577fd9b728d;GE Healthcare GmbH;company;Bleichstraße 64-66;80807;Munchen;DE;+49 211 73744400;;eudamed@gehealthcare.com;http://www.gehealthcare.com/;Ja;community;manufacturer
64b6539af5fc38000e51c331;Hitachi Medical Systems Deutschland GmbH;company;Otto-von-Guericke-Ring 3;65205;Kreisfreie Stadt Wiesbaden;DE;+49 6122 70360;;;http://www.fujifilm.com/hcge;Ja;community;manufacturer
64b653b7f5fc38000e51c75d;SONY Corporation;company;1-7-1 Konan, Minato-ku;108-0075;Tokyo;JP;+81 3 6748 2111;;;http://www.sony.com/;Ja;community;manufacturer
64b6cebb16691d0024550b72;GE Healthcare - Global Headquarters;company;Nightingales Lane;HP8 4SP;Pollards Wood Nightingales Ln Chalfont Saint Giles UK;GB;;;;;Ja;community;manufacturer
64b65632f5fc38000e51d356;Huntleigh Healthcare Ltd.;company;35 Portmanmoor Road;CF24 5HN;Cardiff;GB;+44 29 2048 5885;;sales@huntleigh-diagnostics.co.uk;https://www.huntleigh-diagnostics.com;Ja;community;manufacturer
64b6cd8b16691d002455098f;MEDAP GmbH;company;Heraeusstraße 12-14;63450;Main-Kinzig-Kreis;DE;;;;;Ja;community;manufacturer
64b6cd7716691d0024550975;D.O.R.C. Dutch Ophthalmic Research Center (International) B.V.;company;Scheijdelveweg 2;3214 VN;Zuidland;NL;+31 181 458080;;dl.med-ra-dorc.nl@zeiss.com;www.dorcglobal.com;Ja;community;manufacturer
65b905c66d3c490011066980;Löwenstein Medical SE & Co. KG;company;Arzbacherstr. 80;56130;Bad Ems;DE;02603 9600-4465;;klinik@loewensteinmedical.com;https://loewensteinmedical.de;Ja;manufacturer;manufacturer
64b6539cf5fc38000e51c371;ISKO Koch GmbH;company;Egerländer Straße 28;95448;Bayreuth;DE;+49 921 1508450;;info@iskomed.de;http://www.iskomed.de/;Ja;community;manufacturer
64b6cff216691d0024550d37;Diasorin S.p.A.;company;Via Crescentino snc;13040;Saluggia;IT;+39 0161 487093;;DSI_QARA_contacts@diasorin.it;;Ja;community;manufacturer
64b6cec116691d0024550b7c;VIVISOL Deutschland GmbH;company;Werner-von-Siemens-Straße 1;85375;Freising;DE;+49 3628 92110;;;https://www.vivisol.de/;Ja;community;manufacturer
64b653caf5fc38000e51c9b3;Zoll Medical Corporation;company;269 Mill Road;01824;Chelmsford, MA;US;+1 978 421 9655;;;http://www.zoll.com;Ja;community;manufacturer
64b653adf5fc38000e51c5b7;NDS Surgical Imaging, LLC.;company;Hellyer Avenue 5750;95138;San Jose, CA;US;+ 1 408 776 0085;;info@ndssi.com;www.ndssi.com;Ja;community;manufacturer
5d3ae84aa159c577fd9b72c8;Löwenstein Medical GmbH & Co. KG;company;Mühlenstraße 39;55543;Bad Kreuznach;DE;+49 671 48316975;;;https://loewensteinmedical.com/;Ja;community;manufacturer
64b65392f5fc38000e51c1d7;Embru-Werke Mantel & Cie.;company;;;;DE;;;;;Ja;community;manufacturer
64b6cd8016691d0024550985;Völker GmbH;company;Wullener Feld 79;58454;Witten;DE;+49 (0)2302 960 960;;info@voelker.de;https://www.voelker.de/de/;Ja;community;manufacturer
5d3ae888a159c577fd9b7525;Fresenius Kabi AG;company;Else-Kröner-Straße 1;61352;Bad Homburg;DE;+49 6172 686 0;;kundenberatung@fresenius-kabi.de;https://www.fresenius-kabi.com/;Ja;community;manufacturer
65e889dc3f4a90000e1c2117;MEDIKAN Co., LTD.;company;502, 217 Heojun-ro;07500;Gangseo-gu, Seoul;KR;+82 2 2668 6070;;marketing@medikan.com;https://medikan.co.kr;Ja;community;manufacturer
64b653baf5fc38000e51c7ab;Schupp GmbH & Co. KG;company;Glattalstr. 78;72280;Dornstetten-Aach;DE;+40 7443 / 243 0;;info@schupp-gmbh.de;https://www.schupp.shop;Ja;community;manufacturer
64b6cd7016691d0024550968;Stryker Howmedica GmbH;company;Professor-Küntscher-Straße 1;24232;Kreis Plön;DE;+49 4348 7020;;;https://www.stryker.com/;Ja;community;manufacturer
64b6cecb16691d0024550b8c;Parallel Design SAS;company;Route des Crêtes 1090;06560;Valbonne;FR;+33 4 97 23 25 50;;eudamed@gehealthcare.com;http://www.parallel-design.ch/;Ja;community;manufacturer
67c094a75f266a1bc3687e1e;GE Medical Systems Information Technologies, Inc.;company;8200 West Tower Avenue;53223;Milwaukee, WI;US;+ 1 414 355 5000;;;https://www.gehealthcare.com/;Ja;community;manufacturer
5d3ae8eba159c577fd9b78e1;STORZ MEDICAL AG;company;Lohstampfestrasse 8;8274;Tägerwilen;CH;+41 71 677 45 45;;info@storzmedical.com;https://www.storzmedical.com/;Ja;community;manufacturer
64b653b0f5fc38000e51c62b;Olympus Europa SE & Co. KG;company;Wendenstraße 20;20097;Hamburg;DE;+49 40 237730;;info@olympus-europa.com;http://www.olympus-europa.com/;Ja;community;manufacturer
64b6539ff5fc38000e51c3f9;Kern & Sohn GmbH;company;Ziegelei 1;72336;Balingen-Frommern;DE;+49-[0]7433- 9933-0;;info@kern-sohn.com;https://www.kern-sohn.com/;Ja;community;manufacturer
5d3ae86ba159c577fd9b740e;Ziehm Imaging GmbH;company;Lina-Ammon-Straße 10;90471;Nürnberg;DE;+49 911 66067 0;;info@ziehm.com;www.ziehm.com;Ja;community;manufacturer
